"Country","Continent","Status","Life.expectancy","GDP","Schooling"
"Cameroon","Africa","Developing",53.6,111.71186,8
"Cameroon","Africa","Developing",53.3,12.989164,8.2
"Cameroon","Africa","Developing",52.8,952.1872484,8.3
"Cameroon","Africa","Developing",52.1,93.211716,8.2
"Cameroon","Africa","Developing",51.8,824.8689393,8.1
"Cameroon","Africa","Developing",51.6,676.397661,8.4
"Cameroon","Africa","Developing",51.5,614.6729339,7.1
"Cameroon","Africa","Developing",51.4,68.414399,6.9
"Canada","Americas","Developing",82.2,43315.744,16.3
"Canada","Americas","Developing",82,544.43376,15.9
"Canada","Americas","Developing",81.8,52413.72116,15.9
"Canada","Americas","Developing",81.6,52496.69487,15.9
"Canada","Americas","Developing",81.5,5282.2176,15.9
"Canada","Americas","Developing",81.2,47447.4762,15.9
"Canada","Americas","Developing",81,4773.45436,15.9
"Canada","Americas","Developing",87,46596.33599,15.8
"Canada","Americas","Developing",85,44544.5268,15.8
"Canada","Americas","Developing",85,4386.69948,15.8
"Canada","Americas","Developing",81,36189.58838,15.8
"Canada","Americas","Developing",80,31979.87195,15.8
"Canada","Americas","Developing",79.7,28172.14883,15.8
"Canada","Americas","Developing",79.5,24167.8431,15.8
"Canada","Americas","Developing",79.4,23691.59472,15.8
"Canada","Americas","Developing",79.1,24124.16917,15.9
"Central African Republic","Africa","Developing",52.5,348.381417,7.1
"Central African Republic","Africa","Developing",58,377.132274,7.1
"Central African Republic","Africa","Developing",49.9,337.4849614,7.1
"Central African Republic","Africa","Developing",53,486.41114,7.1
"Central African Republic","Africa","Developing",49.8,494.336779,6.8
"Central African Republic","Africa","Developing",49.2,446.4434494,6.6
"Central African Republic","Africa","Developing",48.6,449.961839,6.4
"Central African Republic","Africa","Developing",47.6,456.8614334,6.3
"Central African Republic","Africa","Developing",46.8,397.148467,6.2
"Central African Republic","Africa","Developing",46.3,347.673678,6
"Central African Republic","Africa","Developing",45.9,327.1149461,5.9
"Central African Republic","Africa","Developing",45.7,313.21598,5.7
"Central African Republic","Africa","Developing",45.7,286.25819,5.6
"Central African Republic","Africa","Developing",45.6,253.768343,5.4
"Central African Republic","Africa","Developing",45.6,243.1586486,5.3
"Central African Republic","Africa","Developing",46,243.5429317,5.2
"Chad","Africa","Developing",53.1,777.248751,7.3
"Chad","Africa","Developing",52.6,125.998515,7.3
"Chad","Africa","Developing",52.2,986.13177,7.3
"Chad","Africa","Developing",51.8,973.472574,7.3
"Chad","Africa","Developing",51.6,989.2363633,6.7
"Chad","Africa","Developing",51.2,896.5697341,6.7
"Chad","Africa","Developing",57,84.455939,6.3
"Chad","Africa","Developing",49.6,929.772391,6
"Chad","Africa","Developing",49.4,81.683884,5.7
"Chad","Africa","Developing",48.5,712.1847694,5.5
"Chad","Africa","Developing",48.6,66.2421396,5.6
"Chad","Africa","Developing",48.5,454.6765879,5.6
"Chad","Africa","Developing",48.4,292.5914364,5.4
"Chad","Africa","Developing",48.1,22.854821,5.1
"Chad","Africa","Developing",48,197.3156442,4.9
"Chad","Africa","Developing",47.6,166.231785,4.7
"Chile","Americas","Developing",85,13653.2264,16.3
"Chile","Americas","Developing",83,14817.37778,16.2
"Chile","Americas","Developing",81,15941.39722,15.6
"Chile","Americas","Developing",79.9,15431.9293,15.5
"Chile","Americas","Developing",79.8,1475.69242,15.4
"Chile","Americas","Developing",79.1,1286.17764,15.2
"Chile","Americas","Developing",79.3,1243.32824,15.3
"Chile","Americas","Developing",79.6,1781.3668,15.2
"Chile","Americas","Developing",78.9,1526.87746,14.8
"Chile","Americas","Developing",78.9,9484.681227,14.9
"Chile","Americas","Developing",78.4,7615.3468,14.6
"Chile","Americas","Developing",78,621.828325,14.3
"Chile","Americas","Developing",77.9,4787.699532,14
"Chile","Americas","Developing",77.8,4463.545867,13.9
"Chile","Americas","Developing",77.3,4595.666327,13.7
"Chile","Americas","Developing",77.3,511.368479,13.5
"China","Asia","Developing",76.1,869.211938,13.5
"China","Asia","Developing",75.8,7683.5238,13.1
"China","Asia","Developing",75.6,777.77594,12.7
"China","Asia","Developing",75.4,6337.882993,12.4
"China","Asia","Developing",75.2,5633.79616,12.8
"China","Asia","Developing",75,456.512487,12.5
"China","Asia","Developing",74.9,3838.434292,12.2
"China","Asia","Developing",74.5,3471.247547,11.9
"China","Asia","Developing",74.4,2695.366223,11.4
"China","Asia","Developing",74.2,299.229676,11
"China","Asia","Developing",73.9,1753.4178,10.6
"China","Asia","Developing",73.5,158.668462,10.2
"China","Asia","Developing",73.1,1288.642924,9.9
"China","Asia","Developing",72.7,1148.5857,9.7
"China","Asia","Developing",72.2,153.1824,9.6
"China","Asia","Developing",71.7,959.372181,9.5
"Colombia","Americas","Developing",74.8,644.525556,13.6
"Colombia","Americas","Developing",74.6,7913.383432,13.6
"Colombia","Americas","Developing",74.4,83.5863,13.3
"Colombia","Americas","Developing",74.3,7884.984429,13.2
"Colombia","Americas","Developing",74.2,7227.73968,13
"Colombia","Americas","Developing",73.6,625.65544,12.8
"Colombia","Americas","Developing",73.6,5148.422113,12.4
"Colombia","Americas","Developing",73.5,5433.7245,12.2
"Colombia","Americas","Developing",73.5,4674.21961,11.9
"Colombia","Americas","Developing",73.1,379.78776,11.5
"Colombia","Americas","Developing",73.1,3386.256,11.1
"Colombia","Americas","Developing",72.8,274.249442,11.3
"Colombia","Americas","Developing",72.4,2246.257472,11.6
"Colombia","Americas","Developing",71.8,2355.725857,11.5
"Colombia","Americas","Developing",71.5,2395.856551,11.4
"Colombia","Americas","Developing",71.4,2472.197831,11.3
"Comoros","Africa","Developing",63.5,727.6463868,11.1
"Comoros","Africa","Developing",63.2,852.954379,11.1
"Comoros","Africa","Developing",62.9,834.341949,10.9
"Comoros","Africa","Developing",62.5,788.632653,10.8
"Comoros","Africa","Developing",62.2,829.7586885,10.6
"Comoros","Africa","Developing",61.8,769.1742883,10.5
"Comoros","Africa","Developing",61.3,778.5454199,10.3
"Comoros","Africa","Developing",61,795.97519,10.2
"Comoros","Africa","Developing",66,72.759313,10
"Comoros","Africa","Developing",63,648.38717,9.9
"Comoros","Africa","Developing",60,621.93372,9.7
"Comoros","Africa","Developing",59.8,616.4197236,9.5
"Comoros","Africa","Developing",59.6,544.566526,9.2
"Comoros","Africa","Developing",59.5,433.2691451,8.8
"Comoros","Africa","Developing",59.5,395.9319363,8.5
"Comoros","Africa","Developing",59.5,375.8528566,8.2
"Congo","Africa","Developing",64.7,NA,11.1
"Congo","Africa","Developing",64.2,NA,11.1
"Congo","Africa","Developing",63.9,NA,11.1
"Congo","Africa","Developing",63.7,NA,10.2
"Congo","Africa","Developing",62.9,NA,10.7
"Congo","Africa","Developing",62,NA,10.5
"Congo","Africa","Developing",68,NA,10.3
"Congo","Africa","Developing",59.4,NA,10
"Congo","Africa","Developing",58.2,NA,9.8
"Congo","Africa","Developing",56.9,NA,9.6
"Congo","Africa","Developing",55.3,NA,9.4
"Congo","Africa","Developing",54.1,NA,9.2
"Congo","Africa","Developing",53.2,NA,9.4
"Congo","Africa","Developing",52.6,NA,9.5
"Congo","Africa","Developing",52.7,NA,9.7
"Congo","Africa","Developing",52.9,NA,9.8
"Cook Islands","Oceania","Developing",NA,NA,NA
"Costa Rica","Americas","Developing",79.6,1146.36273,14.2
"Costa Rica","Americas","Developing",79.5,1647.44179,13.9
"Costa Rica","Americas","Developing",79.4,1569.66631,13.7
"Costa Rica","Americas","Developing",79.2,9985.36959,13.6
"Costa Rica","Americas","Developing",79,9186.59639,13.4
"Costa Rica","Americas","Developing",78.1,8199.414621,13.3
"Costa Rica","Americas","Developing",79.2,689.396224,13.1
"Costa Rica","Americas","Developing",78.9,6911.136136,12.9
"Costa Rica","Americas","Developing",78.9,612.623418,12.8
"Costa Rica","Americas","Developing",78,5245.187372,12.6
"Costa Rica","Americas","Developing",78.6,4697.11135,12.4
"Costa Rica","Americas","Developing",77.7,4425.57467,12.2
"Costa Rica","Americas","Developing",78,4167.71417,12.1
"Costa Rica","Americas","Developing",78.3,462.14965,11.9
"Costa Rica","Americas","Developing",77.5,3981.52847,11.7
"Costa Rica","Americas","Developing",77.6,388.363689,11.6
"Croatia","Europe","Developed",78,11579.6674,15.3
"Croatia","Europe","Developed",77.8,13467.46827,15.1
"Croatia","Europe","Developed",77.7,13574.749,14.9
"Croatia","Europe","Developed",77.1,13235.97757,14.6
"Croatia","Europe","Developed",77,14539.18421,14.5
"Croatia","Europe","Developed",76.6,1355.74586,14.2
"Croatia","Europe","Developed",76.3,14157.14416,14.2
"Croatia","Europe","Developed",76,15893.8656,14.3
"Croatia","Europe","Developed",75.8,13546.69872,14.3
"Croatia","Europe","Developed",75.9,11363.41845,13.9
"Croatia","Europe","Developed",75.2,1224.2459,13.6
"Croatia","Europe","Developed",75.4,9365.742468,13.3
"Croatia","Europe","Developed",74.7,785.881418,12.9
"Croatia","Europe","Developed",74.8,653.71637,12.6
"Croatia","Europe","Developed",74.9,5245.421419,12.3
"Croatia","Europe","Developed",74.7,4919.62869,12.2
"Cuba","Americas","Developing",79.1,762.261218,13.9
"Cuba","Americas","Developing",79,75.5199,14
"Cuba","Americas","Developing",78.7,676.15344,14.7
"Cuba","Americas","Developing",78.7,6425.941119,15.7
"Cuba","Americas","Developing",78.8,675.92436,16.5
"Cuba","Americas","Developing",78,5676.14143,17.6
"Cuba","Americas","Developing",78.1,5484.7763,17.7
"Cuba","Americas","Developing",77.9,5376.447622,17.1
"Cuba","Americas","Developing",78.1,5184.494227,16
"Cuba","Americas","Developing",78,4669.6916,14.7
"Cuba","Americas","Developing",77.2,3779.577,14.2
"Cuba","Americas","Developing",77.3,339.716256,13.2
"Cuba","Americas","Developing",77.4,3192.669378,12.9
"Cuba","Americas","Developing",77.7,2994.339988,12.5
"Cuba","Americas","Developing",76.7,2832.188893,12.3
"Cuba","Americas","Developing",76.9,2741.11542,12.1
"Cyprus","Asia","Developed",85,2375.1127,14.3
"Cyprus","Asia","Developed",83,2734.88382,14
"Cyprus","Asia","Developed",81,2797.96736,13.8
"Cyprus","Asia","Developed",80,28951.15556,13.8
"Cyprus","Asia","Developed",79.7,32233.83942,13.8
"Cyprus","Asia","Developed",79.5,3818.46396,14.6
"Cyprus","Asia","Developed",79.3,3215.8159,14.1
"Cyprus","Asia","Developed",79.1,3539.7488,13.7
"Cyprus","Asia","Developed",78.9,31386.63265,13.5
"Cyprus","Asia","Developed",78.8,27169.99256,13.4
"Cyprus","Asia","Developed",78.7,25324.48666,13.5
"Cyprus","Asia","Developed",78.6,23932.49128,13.4
"Cyprus","Asia","Developed",78.5,2293.4789,13
"Cyprus","Asia","Developed",78.4,16372.29152,12.5
"Cyprus","Asia","Developed",78.2,1562.92433,12.4
"Cyprus","Asia","Developed",78.1,14672.8826,12.5
"Czechia","Europe","Developed",78.8,NA,NA
"Czechia","Europe","Developed",78.6,NA,NA
"Czechia","Europe","Developed",78.2,NA,NA
"Czechia","Europe","Developed",78,NA,NA
"Czechia","Europe","Developed",77.8,NA,NA
"Czechia","Europe","Developed",77.5,NA,NA
"Czechia","Europe","Developed",77.1,NA,NA
"Czechia","Europe","Developed",77,NA,NA
"Czechia","Europe","Developed",76.8,NA,NA
"Czechia","Europe","Developed",76.5,NA,NA
"Czechia","Europe","Developed",75.9,NA,NA
"Czechia","Europe","Developed",75.8,NA,NA
"Czechia","Europe","Developed",75.2,NA,NA
"Czechia","Europe","Developed",75.3,NA,NA
"Czechia","Europe","Developed",75.1,NA,NA
"Czechia","Europe","Developed",74.7,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",76,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",73,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",71,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",69.8,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",69.4,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",69,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",68.7,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",68.6,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",68.5,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",68.5,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",68.5,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",68.4,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",68.1,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",67.6,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",66.6,NA,NA
"Democratic People's Republic of Korea","Asia","Developing",65.4,NA,NA
"Democratic Republic of the Congo","Africa","Developing",59.8,NA,NA
"Democratic Republic of the Congo","Africa","Developing",59.3,NA,NA
"Democratic Republic of the Congo","Africa","Developing",58.8,NA,NA
"Democratic Republic of the Congo","Africa","Developing",58.3,NA,NA
"Democratic Republic of the Congo","Africa","Developing",57.9,NA,NA
"Democratic Republic of the Congo","Africa","Developing",57.4,NA,NA
"Democratic Republic of the Congo","Africa","Developing",56.7,NA,NA
"Democratic Republic of the Congo","Africa","Developing",56.3,NA,NA
"Democratic Republic of the Congo","Africa","Developing",55.7,NA,NA
"Democratic Republic of the Congo","Africa","Developing",55,NA,NA
"Democratic Republic of the Congo","Africa","Developing",54.3,NA,NA
"Democratic Republic of the Congo","Africa","Developing",53.5,NA,NA
"Democratic Republic of the Congo","Africa","Developing",52.8,NA,NA
"Democratic Republic of the Congo","Africa","Developing",52.1,NA,NA
"Democratic Republic of the Congo","Africa","Developing",51.8,NA,NA
"Democratic Republic of the Congo","Africa","Developing",51.3,NA,NA
"Denmark","Europe","Developed",86,5314.64416,19.2
"Denmark","Europe","Developed",84,62425.5392,19.2
"Denmark","Europe","Developed",81,61191.19263,18.7
"Denmark","Europe","Developed",80,5857.521,18.4
"Denmark","Europe","Developed",79.7,61753.667,16.9
"Denmark","Europe","Developed",79.2,5841.41122,16.8
"Denmark","Europe","Developed",78.9,58163.29359,16.8
"Denmark","Europe","Developed",78.8,64322.6664,16.8
"Denmark","Europe","Developed",78.4,58487.451,16.7
"Denmark","Europe","Developed",78.1,5226.99311,16.9
"Denmark","Europe","Developed",78.1,48799.8237,16.6
"Denmark","Europe","Developed",77.7,46511.6457,16.5
"Denmark","Europe","Developed",77.3,4458.7764,16.3
"Denmark","Europe","Developed",77,33228.69291,16.6
"Denmark","Europe","Developed",77,3751.64946,16.2
"Denmark","Europe","Developed",76.9,3743.55917,16.5
"Djibouti","Africa","Developing",63.5,1862.167274,6.3
"Djibouti","Africa","Developing",63,174.91511,6.3
"Djibouti","Africa","Developing",62.7,1622.637974,6.3
"Djibouti","Africa","Developing",62.2,1536.15685,6.3
"Djibouti","Africa","Developing",61.8,143.986898,5.9
"Djibouti","Africa","Developing",61.3,1325.99724,5.5
"Djibouti","Africa","Developing",69,1253.657431,5.3
"Djibouti","Africa","Developing",62,1214.77118,5
"Djibouti","Africa","Developing",59.8,147.586896,4.5
"Djibouti","Africa","Developing",59.1,965.6693779,4.3
"Djibouti","Africa","Developing",58.6,94.7297489,4
"Djibouti","Africa","Developing",58.1,864.184726,3.7
"Djibouti","Africa","Developing",58,819.974118,3.5
"Djibouti","Africa","Developing",57.9,792.15412,3.3
"Djibouti","Africa","Developing",57.7,781.2322196,2.9
"Djibouti","Africa","Developing",57.4,768.176767,2.9
"Dominica","Americas","Developing",NA,722.75665,12.7
"Dominican Republic","Americas","Developing",73.9,6468.471648,13.2
"Dominican Republic","Americas","Developing",73.6,6268.692122,13.2
"Dominican Republic","Americas","Developing",73.4,627.55544,13.2
"Dominican Republic","Americas","Developing",72.1,5968.876767,13.1
"Dominican Republic","Americas","Developing",73.1,5759.643,13
"Dominican Republic","Americas","Developing",72.7,5451.6696,12.9
"Dominican Republic","Americas","Developing",73.6,4952.67753,12.9
"Dominican Republic","Americas","Developing",73.3,511.37937,12.8
"Dominican Republic","Americas","Developing",72.9,4647.31359,12.7
"Dominican Republic","Americas","Developing",72.3,3836.468771,12.6
"Dominican Republic","Americas","Developing",69.7,3681.5993,12.6
"Dominican Republic","Americas","Developing",69.3,2421.9662,12.5
"Dominican Republic","Americas","Developing",73,2372.628827,12.4
"Dominican Republic","Americas","Developing",71.4,38.46578,12.3
"Dominican Republic","Americas","Developing",71.2,2862.154836,12.3
"Dominican Republic","Americas","Developing",72,282.4242,12.2
"Ecuador","Americas","Developing",76.2,625.62224,14
"Ecuador","Americas","Developing",76,6432.216537,14
"Ecuador","Americas","Developing",76,674.9829,13.4
"Ecuador","Americas","Developing",75.5,572.14313,13.3
"Ecuador","Americas","Developing",75.3,5223.351763,13.2
"Ecuador","Americas","Developing",75,4657.32361,13.1
"Ecuador","Americas","Developing",75.1,4255.56571,13.1
"Ecuador","Americas","Developing",74.6,4274.95265,13
"Ecuador","Americas","Developing",74.7,359.71886,12.9
"Ecuador","Americas","Developing",74.4,335.786541,12.8
"Ecuador","Americas","Developing",74.2,321.942547,12.8
"Ecuador","Americas","Developing",74.4,278.557892,12.7
"Ecuador","Americas","Developing",74.4,244.46898,12.6
"Ecuador","Americas","Developing",73.6,2183.966796,12.5
"Ecuador","Americas","Developing",73.4,193.741571,12.4
"Ecuador","Americas","Developing",72.8,1451.29776,12.4
"Egypt","Africa","Developing",79,NA,13.1
"Egypt","Africa","Developing",78,NA,13.1
"Egypt","Africa","Developing",79,NA,12.8
"Egypt","Africa","Developing",72,NA,12.4
"Egypt","Africa","Developing",74,NA,12.4
"Egypt","Africa","Developing",70,NA,12.2
"Egypt","Africa","Developing",69.9,NA,12
"Egypt","Africa","Developing",69.8,NA,11.9
"Egypt","Africa","Developing",69.7,NA,11.7
"Egypt","Africa","Developing",69.5,NA,11.5
"Egypt","Africa","Developing",69.4,NA,11.4
"Egypt","Africa","Developing",69,NA,11.2
"Egypt","Africa","Developing",68.6,NA,11.3
"Egypt","Africa","Developing",68.7,NA,11.2
"Egypt","Africa","Developing",68.6,NA,11.1
"Egypt","Africa","Developing",68.8,NA,11
"El Salvador","Americas","Developing",73.5,4127.11775,13.2
"El Salvador","Americas","Developing",73.3,3988.771871,13.2
"El Salvador","Americas","Developing",73,3895.664491,13.2
"El Salvador","Americas","Developing",73,3827.786267,13.2
"El Salvador","Americas","Developing",72,3736.58713,13
"El Salvador","Americas","Developing",72,3474.392445,12.9
"El Salvador","Americas","Developing",71.4,3366.482133,12.8
"El Salvador","Americas","Developing",71.7,357.347674,13.4
"El Salvador","Americas","Developing",71.2,334.83817,12.9
"El Salvador","Americas","Developing",75,362.951768,12.9
"El Salvador","Americas","Developing",71,2835.281237,12.7
"El Salvador","Americas","Developing",70,2632.79942,12.4
"El Salvador","Americas","Developing",69.9,2519.737387,12
"El Salvador","Americas","Developing",73,248.4125,11.8
"El Salvador","Americas","Developing",68.9,2338.772244,11.6
"El Salvador","Americas","Developing",69,2238.4116,11.3
"Equatorial Guinea","Africa","Developing",58.2,1347.31257,9.2
"Equatorial Guinea","Africa","Developing",57.9,192.59733,9.2
"Equatorial Guinea","Africa","Developing",57.4,2246.9938,9.2
"Equatorial Guinea","Africa","Developing",56.7,21557.6528,9.2
"Equatorial Guinea","Africa","Developing",56.2,21451.88617,9.2
"Equatorial Guinea","Africa","Developing",56.1,17136.44568,9.2
"Equatorial Guinea","Africa","Developing",55.7,1653.2937,9.1
"Equatorial Guinea","Africa","Developing",55.4,22742.38159,9.1
"Equatorial Guinea","Africa","Developing",55,15761.83913,9
"Equatorial Guinea","Africa","Developing",54.8,12732.2759,9
"Equatorial Guinea","Africa","Developing",54.4,185.63334,8.7
"Equatorial Guinea","Africa","Developing",54.1,685.34897,8.5
"Equatorial Guinea","Africa","Developing",53.8,3577.176197,8.4
"Equatorial Guinea","Africa","Developing",53.5,2711.17114,8.2
"Equatorial Guinea","Africa","Developing",53.1,2283.87939,8
"Equatorial Guinea","Africa","Developing",52.7,172.68491,0
"Eritrea","Africa","Developing",64.7,NA,5
"Eritrea","Africa","Developing",64.4,NA,5
"Eritrea","Africa","Developing",64,NA,5
"Eritrea","Africa","Developing",63.6,NA,5
"Eritrea","Africa","Developing",62.9,582.775532,5
"Eritrea","Africa","Developing",62.1,482.14994,5.1
"Eritrea","Africa","Developing",61.4,43.7544499,5.2
"Eritrea","Africa","Developing",67,326.825642,5.2
"Eritrea","Africa","Developing",62,317.3294336,5.3
"Eritrea","Africa","Developing",59.7,297.828588,5.3
"Eritrea","Africa","Developing",59.4,276.75896,5.4
"Eritrea","Africa","Developing",59.1,287.4222243,5
"Eritrea","Africa","Developing",58.8,232.7945459,4.7
"Eritrea","Africa","Developing",58.5,21.7687981,4.4
"Eritrea","Africa","Developing",58.1,215.139213,4.3
"Eritrea","Africa","Developing",45.3,28.1969487,3.9
"Estonia","Europe","Developing",77.6,1774.9291,16.5
"Estonia","Europe","Developing",77.3,19941.45532,16.5
"Estonia","Europe","Developing",76.9,1929.7746,16.5
"Estonia","Europe","Developing",76.3,17421.8922,16.5
"Estonia","Europe","Developing",76.1,17454.84342,16.4
"Estonia","Europe","Developing",75.6,14638.6482,16.2
"Estonia","Europe","Developing",74.9,14726.31828,16.1
"Estonia","Europe","Developing",74.2,1894.5485,16.1
"Estonia","Europe","Developing",73,16586.452,16.1
"Estonia","Europe","Developing",73,12595.4165,16.1
"Estonia","Europe","Developing",72.8,1338.31322,15.9
"Estonia","Europe","Developing",72.3,885.465115,15.7
"Estonia","Europe","Developing",71.9,7174.237415,15.6
"Estonia","Europe","Developing",71.2,538.347781,15.4
"Estonia","Europe","Developing",78,4498.95727,15
"Estonia","Europe","Developing",78,47.32827,14.4
"Ethiopia","Africa","Developing",64.8,645.4637627,8.4
"Ethiopia","Africa","Developing",64.2,571.1622759,8.4
"Ethiopia","Africa","Developing",63.7,52.1535887,8.4
"Ethiopia","Africa","Developing",63.3,468.567249,8.4
"Ethiopia","Africa","Developing",62.6,354.8463544,8.2
"Ethiopia","Africa","Developing",61.8,341.39992,8.1
"Ethiopia","Africa","Developing",68,379.7566385,8.1
"Ethiopia","Africa","Developing",59.8,325.3825543,7.6
"Ethiopia","Africa","Developing",58.5,243.326822,7.1
"Ethiopia","Africa","Developing",57.2,193.794956,6.6
"Ethiopia","Africa","Developing",56,161.6266248,5.8
"Ethiopia","Africa","Developing",55,135.7623858,5.4
"Ethiopia","Africa","Developing",54,118.8734466,5.2
"Ethiopia","Africa","Developing",53.2,111.3634356,4.9
"Ethiopia","Africa","Developing",52.5,12.1789279,4.3
"Ethiopia","Africa","Developing",51.2,123.876257,3.9
"Fiji","Oceania","Developing",69.9,4921.89629,15.3
"Fiji","Oceania","Developing",69.7,546.3728,15.2
"Fiji","Oceania","Developing",69.6,4763.68956,15
"Fiji","Oceania","Developing",69.4,4546.73854,14.9
"Fiji","Oceania","Developing",69.2,4353.121392,14.7
"Fiji","Oceania","Developing",69.1,3651.966784,14.6
"Fiji","Oceania","Developing",68.9,3369.48247,14.5
"Fiji","Oceania","Developing",68.7,4177.657789,14.3
"Fiji","Oceania","Developing",68.6,478.82327,14.2
"Fiji","Oceania","Developing",68.5,3749.939813,14
"Fiji","Oceania","Developing",68.3,3658.63832,13.9
"Fiji","Oceania","Developing",68.1,3332.918533,13.4
"Fiji","Oceania","Developing",68,2835.973972,13.3
"Fiji","Oceania","Developing",67.9,2259.55796,13.3
"Fiji","Oceania","Developing",67.8,238.891729,13.2
"Fiji","Oceania","Developing",67.7,276.1338,13.1
"Finland","Europe","Developing",81.1,4245.39744,17
"Finland","Europe","Developing",89,49914.61864,17
"Finland","Europe","Developing",87,49638.7713,17
"Finland","Europe","Developing",84,47415.55987,17
"Finland","Europe","Developing",83,579.72415,16.9
"Finland","Europe","Developing",79.9,4622.41516,16.8
"Finland","Europe","Developing",79.7,4717.15571,17
"Finland","Europe","Developing",79.6,5341.31487,17.1
"Finland","Europe","Developing",79.3,48288.5491,17.2
"Finland","Europe","Developing",79.2,4112.67651,17.2
"Finland","Europe","Developing",78.9,38969.17163,17.1
"Finland","Europe","Developing",78.7,37636.11173,18.3
"Finland","Europe","Developing",78.4,32816.1688,18.1
"Finland","Europe","Developing",78.1,26834.2625,18
"Finland","Europe","Developing",78,24913.24452,17.7
"Finland","Europe","Developing",77.5,24253.2542,17.3
"France","Europe","Developing",82.4,36526.7711,16.3
"France","Europe","Developing",82.2,42955.24287,16.2
"France","Europe","Developing",82,42554.1225,16.2
"France","Europe","Developing",81.5,4838.2444,16.1
"France","Europe","Developing",81.7,4381.288,16.1
"France","Europe","Developing",81.3,473.34279,16
"France","Europe","Developing",81.1,41631.13141,16
"France","Europe","Developing",89,45413.6571,16.1
"France","Europe","Developing",89,416.58397,16.1
"France","Europe","Developing",86,36544.5853,16.1
"France","Europe","Developing",81,34879.72633,15.5
"France","Europe","Developing",82,33874.74255,15.5
"France","Europe","Developing",79.3,29691.18158,15.4
"France","Europe","Developing",79.2,24275.2426,15.5
"France","Europe","Developing",79,22527.31775,15.6
"France","Europe","Developing",78.8,22465.64184,15.7
"Gabon","Africa","Developing",66,7388.984144,12.6
"Gabon","Africa","Developing",65.5,9692.163874,12.6
"Gabon","Africa","Developing",64.6,9679.742995,12.5
"Gabon","Africa","Developing",63.5,9774.18117,12.5
"Gabon","Africa","Developing",62.8,1716.2258,12.5
"Gabon","Africa","Developing",62.3,8754.113376,12.5
"Gabon","Africa","Developing",61.7,763.66223,12.4
"Gabon","Africa","Developing",61.6,194.2746,12.4
"Gabon","Africa","Developing",61.6,8352.81711,12.4
"Gabon","Africa","Developing",61.4,727.777345,12.4
"Gabon","Africa","Developing",65,6741.293948,12.4
"Gabon","Africa","Developing",59.7,5685.577736,12.3
"Gabon","Africa","Developing",59.7,4892.11618,12.3
"Gabon","Africa","Developing",59.7,412.55271,12.3
"Gabon","Africa","Developing",59.8,3976.14887,12.3
"Gabon","Africa","Developing",61,4116.46693,12.2
"Gambia","Africa","Developing",61.1,NA,8.9
"Gambia","Africa","Developing",68,NA,8.9
"Gambia","Africa","Developing",66,NA,8.9
"Gambia","Africa","Developing",62,NA,8.8
"Gambia","Africa","Developing",59.8,NA,8.7
"Gambia","Africa","Developing",59.3,NA,8.8
"Gambia","Africa","Developing",59,NA,8.9
"Gambia","Africa","Developing",58.7,NA,8.6
"Gambia","Africa","Developing",58.5,NA,8.4
"Gambia","Africa","Developing",58.2,NA,8.1
"Gambia","Africa","Developing",57.7,NA,7.8
"Gambia","Africa","Developing",57.3,NA,7.6
"Gambia","Africa","Developing",57,NA,7.3
"Gambia","Africa","Developing",56.6,NA,7
"Gambia","Africa","Developing",56.3,NA,6.8
"Gambia","Africa","Developing",55.9,NA,6.5
"Georgia","Asia","Developing",74.4,3764.64912,13.9
"Georgia","Asia","Developing",74.5,4429.6575,13.5
"Georgia","Asia","Developing",74.5,4274.376857,13.5
"Georgia","Asia","Developing",74.2,4142.869175,13.4
"Georgia","Asia","Developing",73.9,3725.63221,13.3
"Georgia","Asia","Developing",73.8,2964.47734,13.3
"Georgia","Asia","Developing",73.2,276.588512,12.8
"Georgia","Asia","Developing",73.9,3174.9491,13.1
"Georgia","Asia","Developing",74.4,2492.12878,12.5
"Georgia","Asia","Developing",73.9,1872.68416,12.6
"Georgia","Asia","Developing",73.9,153.57521,12.2
"Georgia","Asia","Developing",72.3,127.367228,12
"Georgia","Asia","Developing",72.7,928.18227,11.8
"Georgia","Asia","Developing",71.7,779.3845935,11.8
"Georgia","Asia","Developing",73,733.974142,11.7
"Georgia","Asia","Developing",71.8,691.997711,11.4
"Germany","Europe","Developed",81,41176.88158,17.1
"Germany","Europe","Developed",89,4792.65288,17
"Germany","Europe","Developed",86,4653.91143,16.9
"Germany","Europe","Developed",86,4465.24891,16.9
"Germany","Europe","Developed",85,4681.32796,16.8
"Germany","Europe","Developed",81,41785.55691,16.7
